data;Captacao_Liquida_Poupanca
2008-10-29;34763.79
2008-10-30;714115.27
2008-10-31;596000.96
2008-11-03;1011044.34
2008-11-04;-143953.62
2008-11-05;468362.89
2008-11-06;818450.53
2008-11-07;51459.09
2008-11-10;-444333.52
2008-11-11;-796294.05
2008-11-12;-251966.17
2008-11-13;-283817.14
2008-11-14;524068.77
2008-11-17;-1008131.75
2008-11-18;108187.85
2008-11-19;55842.34
2008-11-20;157107.51
2008-11-21;-87458.89
2008-11-24;-676368.91
2008-11-25;114138.76
2008-11-26;-15562.68
2008-11-27;198146.12
2008-11-28;2366985.28
2008-12-01;1505072.89
2008-12-02;-224468.11
2008-12-03;137044.12
2008-12-04;412358.11
2008-12-05;2396257.55
2008-12-08;-978365.12
2008-12-09;-776347.47
2008-12-10;1261920.74
2008-12-11;-758978.32
2008-12-12;625001.11
2008-12-15;229575.27
2008-12-16;-734992.72
2008-12-17;-26553.16
2008-12-18;446981.12
2008-12-19;2779795.82
2008-12-22;-1166559.75
2008-12-23;-608509.8
2008-12-24;3419.29
2008-12-26;-368077.02
2008-12-29;-733820.06
2008-12-30;1935663.76
2008-12-31;-1038531.28
2009-01-02;1355813.06
2009-01-05;22610.11
2009-01-06;518757.44
2009-01-07;708604.32
2009-01-08;-39513.93
2009-01-09;-263541.16
2009-01-12;-1113128.14
2009-01-13;-926228.89
2009-01-14;-280096.24
2009-01-15;119639.43
2009-01-16;-496278.92
2009-01-19;-817265.29
2009-01-20;-167289.89
2009-01-21;-386614.22
2009-01-22;-257572.11
2009-01-23;99625.48
2009-01-26;-740043.15
2009-01-27;-252556.42
2009-01-28;-45530.96
2009-01-29;606832.12
2009-01-30;1452907.95
2009-02-02;877496.8
2009-02-03;-572610.81
2009-02-04;246793.88
2009-02-05;378144.37
2009-02-06;1597738.55
2009-02-09;-1382657.37
2009-02-10;-529553.52
2009-02-11;-335222.26
2009-02-12;-133754.35
2009-02-13;464995.37
2009-02-16;-626122.51
2009-02-17;-825767.49
2009-02-18;-95988.64
2009-02-19;-92713.2
2009-02-20;851184.27
2009-02-25;-1026670.64
2009-02-26;-86124.51
2009-02-27;2153989.28
2009-03-02;983758.15
2009-03-03;-743205.62
2009-03-04;232648.91
2009-03-05;347978.24
2009-03-06;1709164.08
2009-03-09;-1250104.94
2009-03-10;-919445.32
2009-03-11;-413212.53
2009-03-12;-254931.6
2009-03-13;337586.93
2009-03-16;-914350.91
2009-03-17;-649817.66
2009-03-18;-252140.58
2009-03-19;-127770.92
2009-03-20;179515.43
2009-03-23;-734335.41
2009-03-24;-284383.04
2009-03-25;138553.7
2009-03-26;-183281.61
2009-03-27;456673.71
2009-03-30;246676.93
2009-03-31;1205940.79
2009-04-01;1108315.0
2009-04-02;193845.12
2009-04-03;589322.21
2009-04-06;345410.01
2009-04-07;-291737.14
2009-04-08;327267.49
2009-04-09;-306120.83
2009-04-13;-1104146.59
2009-04-14;-595639.03
2009-04-15;332167.62
2009-04-16;-503401.89
2009-04-17;-237076.35
2009-04-20;-324303.2
2009-04-22;-625662.63
2009-04-23;-155689.54
2009-04-24;-26115.64
2009-04-27;-660367.2
2009-04-28;-251698.92
2009-04-29;307380.34
2009-04-30;1351967.81
2009-05-04;622911.23
2009-05-05;511331.65
2009-05-06;-254611.98
2009-05-07;1107558.18
2009-05-08;726968.19
2009-05-11;-1169321.48
2009-05-12;-680753.96
2009-05-13;-290386.12
2009-05-14;-122596.02
2009-05-15;346242.85
2009-05-18;-777795.43
2009-05-19;-447273.69
2009-05-20;207741.8
2009-05-21;-255220.21
2009-05-22;-49078.86
2009-05-25;-391975.88
2009-05-26;-242176.73
2009-05-27;364707.2
2009-05-28;509992.66
2009-05-29;1657750.03
2009-06-01;1113879.11
2009-06-02;-383880.81
2009-06-03;324644.93
2009-06-04;205547.43
2009-06-05;1780616.04
2009-06-08;-617982.34
2009-06-09;-793825.42
2009-06-10;-157618.91
2009-06-12;-443860.09
2009-06-15;-176430.48
2009-06-16;-605709.33
2009-06-17;-158027.99
2009-06-18;-155060.48
2009-06-19;358702.45
2009-06-22;-515067.69
2009-06-23;-285968.92
2009-06-24;-11048.98
2009-06-25;68445.96
2009-06-26;581875.67
2009-06-29;34712.03
2009-06-30;1624690.49
2009-07-01;1933265.49
2009-07-02;24139.41
2009-07-03;1078715.0
2009-07-06;528395.64
2009-07-07;-262310.64
2009-07-08;659565.34
2009-07-09;-345750.82
2009-07-10;-434887.14
2009-07-13;-734714.25
2009-07-14;-144808.71
2009-07-15;598980.79
2009-07-16;1386767.77
2009-07-17;-368524.88
2009-07-20;-236934.27
2009-07-21;-476590.5
2009-07-22;-129721.98
2009-07-23;-83095.53
2009-07-24;176317.75
2009-07-27;-303018.56
2009-07-28;-270232.44
2009-07-29;227119.24
2009-07-30;946273.98
2009-07-31;1324267.93
2009-08-03;1013515.94
2009-08-04;-391502.05
2009-08-05;817236.77
2009-08-06;1012484.12
2009-08-07;751568.85
2009-08-10;-1117701.15
2009-08-11;-664576.92
2009-08-12;-154950.84
2009-08-13;-103007.65
2009-08-14;696512.97
2009-08-17;-836105.63
2009-08-18;-499814.15
2009-08-19;-172423.07
2009-08-20;317014.0
2009-08-21;-258554.83
2009-08-24;-488911.95
2009-08-25;-170457.02
2009-08-26;-161600.88
2009-08-27;700362.87
2009-08-28;942231.45
2009-08-31;283220.11
2009-09-01;1826552.15
2009-09-02;257698.51
2009-09-03;586019.76
2009-09-04;2515880.75
2009-09-08;-88751.45
2009-09-09;-1009647.44
2009-09-10;-469304.26
2009-09-11;-197665.25
2009-09-14;-482839.25
2009-09-15;363608.91
2009-09-16;-528481.64
2009-09-17;-149396.57
2009-09-18;344816.4
2009-09-21;-679325.61
2009-09-22;-185330.45
2009-09-23;-99309.3
2009-09-24;-100356.55
2009-09-25;330100.77
2009-09-28;-458961.39
2009-09-29;186790.45
2009-09-30;1564664.64
2009-10-01;1347367.55
2009-10-02;117381.62
2009-10-05;-227362.56
2009-10-06;684776.8
2009-10-07;-129014.88
2009-10-08;-94940.75
2009-10-09;-198525.93
2009-10-13;-1227843.02
2009-10-14;-487012.07
2009-10-15;435134.39
2009-10-16;-506826.03
2009-10-19;-635151.16
2009-10-20;-102985.1
2009-10-21;-351471.56
2009-10-22;-107226.2
2009-10-23;197546.64
2009-10-26;-535567.88
2009-10-27;83828.8
2009-10-28;698991.73
2009-10-29;467211.07
2009-10-30;1242053.38
2009-11-03;774418.62
2009-11-04;-214701.21
2009-11-05;528030.68
2009-11-06;812066.89
2009-11-09;172723.21
2009-11-10;-604646.74
2009-11-11;-339634.38
2009-11-12;-125543.44
2009-11-13;815352.44
2009-11-16;-513705.06
2009-11-17;-674420.8
2009-11-18;-45153.79
2009-11-19;414562.35
2009-11-20;164990.4
2009-11-23;-359372.58
2009-11-24;-333908.1
2009-11-25;228959.41
2009-11-26;306932.45
2009-11-27;1375626.06
2009-11-30;1669432.73
2009-12-01;2506981.04
2009-12-02;76848.58
2009-12-03;583503.2
2009-12-04;2335050.73
2009-12-07;-244763.45
2009-12-08;-440809.65
2009-12-09;-510366.02
2009-12-10;76456.81
2009-12-11;68694.09
2009-12-14;304911.17
2009-12-15;639826.22
2009-12-16;-269399.41
2009-12-17;510324.25
2009-12-18;3840945.92
2009-12-21;-1107674.68
2009-12-22;-101215.45
2009-12-23;-7551.3
2009-12-24;-662512.17
2009-12-28;-571914.15
2009-12-29;-155715.02
2009-12-30;1308715.93
2009-12-31;-1012685.44
2010-01-04;1899486.17
2010-01-05;231694.75
2010-01-06;831723.35
2010-01-07;1126941.26
2010-01-08;271452.56
2010-01-11;-1206782.56
2010-01-12;-655452.21
2010-01-13;-450773.23
2010-01-14;-108524.7
2010-01-15;645113.33
2010-01-18;-1398654.29
2010-01-19;-573918.79
2010-01-20;200301.59
2010-01-21;-303560.21
2010-01-22;3096.31
2010-01-25;-494298.45
2010-01-26;-567911.31
2010-01-27;325005.38
2010-01-28;460992.06
2010-01-29;1597678.39
2010-02-01;1035090.68
2010-02-02;-552111.8
2010-02-03;208391.71
2010-02-04;3906.95
2010-02-05;2405676.57
2010-02-08;-1634044.56
2010-02-09;-984505.9
2010-02-10;-335437.01
2010-02-11;-390459.09
2010-02-12;948458.93
2010-02-17;-1683043.97
2010-02-18;-704030.35
2010-02-19;375372.67
2010-02-22;-596335.25
2010-02-23;-547757.76
2010-02-24;87237.79
2010-02-25;832566.37
2010-02-26;2148405.87
2010-03-01;1054876.27
2010-03-02;-573503.34
2010-03-03;98396.03
2010-03-04;187454.48
2010-03-05;2539015.9
2010-03-08;-1457820.26
2010-03-09;-627829.76
2010-03-10;-502965.29
2010-03-11;-372501.88
2010-03-12;-354979.73
2010-03-15;176932.94
2010-03-16;-830059.76
2010-03-17;-300876.4
2010-03-18;-159064.36
2010-03-19;145302.34
2010-03-22;-437296.5
2010-03-23;-405008.37
2010-03-24;-162536.23
2010-03-25;111457.85
2010-03-26;195701.41
2010-03-29;-314271.14
2010-03-30;861261.92
2010-03-31;1198866.96
2010-04-01;1844963.03
2010-04-05;-751715.08
2010-04-06;-185602.14
2010-04-07;1073887.77
2010-04-08;900202.79
2010-04-09;-272412.06
2010-04-12;-969555.14
2010-04-13;-517839.83
2010-04-14;65581.79
2010-04-15;608110.72
2010-04-16;-558261.11
2010-04-19;-492901.82
2010-04-20;154504.72
2010-04-22;-367594.73
2010-04-23;-56563.3
2010-04-26;-716516.93
2010-04-27;-177438.29
2010-04-28;70717.84
2010-04-29;304614.85
2010-04-30;1211125.99
2010-05-03;1117357.72
2010-05-04;-308391.05
2010-05-05;659624.44
2010-05-06;163871.36
2010-05-07;2080284.58
2010-05-10;-1413477.17
2010-05-11;-584898.34
2010-05-12;-86196.18
2010-05-13;-225072.95
2010-05-14;517500.38
2010-05-17;-574826.7
2010-05-18;-654989.24
2010-05-19;-147075.81
2010-05-20;345625.18
2010-05-21;-397328.93
2010-05-24;-274048.21
2010-05-25;-123336.28
2010-05-26;-149995.42
2010-05-27;694081.41
2010-05-28;1016516.32
2010-05-31;-93728.42
2010-06-01;1825924.6
2010-06-02;284994.23
2010-06-04;66327.82
2010-06-07;719747.35
2010-06-08;507332.64
2010-06-09;-479243.59
2010-06-10;-265754.75
2010-06-11;-235271.63
2010-06-14;-526084.46
2010-06-15;379277.23
2010-06-16;-460761.5
2010-06-17;-141775.99
2010-06-18;-551336.62
2010-06-21;452922.37
2010-06-22;-384573.98
2010-06-23;-68042.94
2010-06-24;110152.88
2010-06-25;285350.65
2010-06-28;-339687.86
2010-06-29;681200.97
2010-06-30;1716627.0
2010-07-01;2018467.08
2010-07-02;-38798.4
2010-07-05;164370.66
2010-07-06;910986.26
2010-07-07;267852.54
2010-07-08;708605.2
2010-07-09;-612344.32
2010-07-12;-786757.6
2010-07-13;-417810.51
2010-07-14;86151.6
2010-07-15;850160.69
2010-07-16;-685711.99
2010-07-19;1839553.89
2010-07-20;-162335.46
2010-07-21;-369890.76
2010-07-22;-261451.81
2010-07-23;-303360.62
2010-07-26;-324533.44
2010-07-27;-118550.98
2010-07-28;146601.21
2010-07-29;468104.01
2010-07-30;1947055.63
2010-08-02;1167148.44
2010-08-03;121742.32
2010-08-04;70282.28
2010-08-05;684887.66
2010-08-06;1211467.34
2010-08-09;-1090128.19
2010-08-10;-674386.46
2010-08-11;-325149.49
2010-08-12;-78033.63
2010-08-13;219704.37
2010-08-16;-87939.4
2010-08-17;-537072.36
2010-08-18;-324560.39
2010-08-19;-164264.75
2010-08-20;-164829.08
2010-08-23;-319101.12
2010-08-24;-383825.7
2010-08-25;249122.52
2010-08-26;-160128.63
2010-08-27;60285.57
2010-08-30;706083.6
2010-08-31;1002261.68
2010-09-01;2350229.96
2010-09-02;674861.99
2010-09-03;1207254.02
2010-09-06;434014.35
2010-09-08;-301941.74
2010-09-09;-286991.96
2010-09-10;-725860.1
2010-09-13;-286902.68
2010-09-14;-275375.21
2010-09-15;802928.24
2010-09-16;-681299.82
2010-09-17;-647273.05
2010-09-20;397939.56
2010-09-21;-511809.57
2010-09-22;-216385.6
2010-09-23;-114307.81
2010-09-24;-232238.19
2010-09-27;111093.66
2010-09-28;-187058.93
2010-09-29;554214.37
2010-09-30;1694398.57
2010-10-01;1899107.61
2010-10-04;-49993.11
2010-10-05;163159.54
2010-10-06;890115.91
2010-10-07;209385.78
2010-10-08;-182512.22
2010-10-11;-1455041.99
2010-10-13;-874885.73
2010-10-14;40147.09
2010-10-15;122386.56
2010-10-18;138504.46
2010-10-19;-339563.78
2010-10-20;202198.96
2010-10-21;-185717.23
2010-10-22;-932088.53
2010-10-25;466587.38
2010-10-26;-274845.07
2010-10-27;367267.24
2010-10-28;682351.76
2010-10-29;1280078.25
2010-11-01;1476349.67
2010-11-03;32800.51
2010-11-04;-128038.23
2010-11-05;1891204.87
2010-11-08;-732729.16
2010-11-09;-655264.69
2010-11-10;-328733.34
2010-11-11;-690952.8
2010-11-12;529547.65
2010-11-16;-1277085.38
2010-11-17;-227852.29
2010-11-18;-77838.81
2010-11-19;487173.14
2010-11-22;-818971.12
2010-11-23;-135807.63
2010-11-24;45403.33
2010-11-25;127784.91
2010-11-26;547581.17
2010-11-29;-194767.97
2010-11-30;3537706.23
2010-12-01;1701063.92
2010-12-02;675944.85
2010-12-03;1013268.08
2010-12-06;338376.36
2010-12-07;465591.31
2010-12-08;-283614.63
2010-12-09;-304357.23
2010-12-10;39136.11
2010-12-13;-1155539.67
2010-12-14;-113363.4
2010-12-15;1133565.23
2010-12-16;96733.82
2010-12-17;1209101.64
2010-12-20;935498.89
2010-12-21;-247416.21
2010-12-22;-206265.42
2010-12-23;158321.7
2010-12-24;-529098.68
2010-12-27;-856027.82
2010-12-28;-380819.81
2010-12-29;25229.63
2010-12-30;998555.63
2010-12-31;85128.45
2011-01-03;543891.84
2011-01-04;1576972.72
2011-01-05;357403.88
2011-01-06;349939.84
2011-01-07;1245140.23
2011-01-10;-1494479.96
2011-01-11;-430066.29
2011-01-12;-270706.23
2011-01-13;-197691.6
2011-01-14;270328.27
2011-01-17;-1334115.42
2011-01-18;-552048.16
2011-01-19;-87168.68
2011-01-20;-44051.74
2011-01-21;-183481.39
2011-01-24;-901698.45
2011-01-25;-252184.51
2011-01-26;-344751.92
2011-01-27;25529.03
2011-01-28;744638.96
2011-01-31;777667.86
2011-02-01;1146457.36
2011-02-02;403895.75
2011-02-03;248502.6
2011-02-04;1491477.09
2011-02-07;-1246901.53
2011-02-08;-319920.06
2011-02-09;-449462.71
2011-02-10;-525036.62
2011-02-11;-241106.64
2011-02-14;-1084706.94
2011-02-15;423170.01
2011-02-16;-316748.33
2011-02-17;-345259.27
2011-02-18;276538.87
2011-02-21;-993141.21
2011-02-22;-191812.13
2011-02-23;-232805.38
2011-02-24;-30012.48
2011-02-25;586718.06
2011-02-28;1037838.89
2011-03-01;1570820.1
2011-03-02;396686.89
2011-03-03;406589.22
2011-03-04;1902285.79
2011-03-09;-2153182.31
2011-03-10;-397365.62
2011-03-11;-253546.29
2011-03-14;-1025049.12
2011-03-15;178237.61
2011-03-16;-315318.8
2011-03-17;-304810.04
2011-03-18;231462.5
2011-03-21;-1090918.43
2011-03-22;-176210.51
2011-03-23;-234861.4
2011-03-24;-152645.3
2011-03-25;177202.93
2011-03-28;-785089.12
2011-03-29;-31418.97
2011-03-30;835167.73
2011-03-31;1682469.78
2011-04-01;1213402.57
2011-04-04;-449162.31
2011-04-05;448718.88
2011-04-06;980823.02
2011-04-07;115686.96
2011-04-08;-280209.85
2011-04-11;-1635544.66
2011-04-12;-223504.82
2011-04-13;-189591.72
2011-04-14;-257742.91
2011-04-15;250207.44
2011-04-18;-1460765.97
2011-04-19;-251095.06
2011-04-20;361744.04
2011-04-25;-1321225.75
2011-04-26;-320135.42
2011-04-27;39873.87
2011-04-28;204534.51
2011-04-29;2162353.93
2011-05-02;623083.68
2011-05-03;375544.6
2011-05-04;192579.29
2011-05-05;630219.08
2011-05-06;663741.1
2011-05-09;-1377216.68
2011-05-10;-546656.96
2011-05-11;-210710.82
2011-05-12;-168243.67
2011-05-13;617556.61
2011-05-16;-1055416.45
2011-05-17;-464146.64
2011-05-18;-325124.93
2011-05-19;-152655.79
2011-05-20;93859.97
2011-05-23;-927135.92
2011-05-24;-192388.31
2011-05-25;-79203.37
2011-05-26;-132960.95
2011-05-27;262433.84
2011-05-30;775.95
2011-05-31;1522442.95
2011-06-01;1252555.6
2011-06-02;412926.98
2011-06-03;649185.6
2011-06-06;82332.93
2011-06-07;342917.42
2011-06-08;-283456.46
2011-06-09;-503147.6
2011-06-10;-412123.62
2011-06-13;-1036347.04
2011-06-14;-66868.14
2011-06-15;286910.96
2011-06-16;-201510.61
2011-06-17;-251944.43
2011-06-20;-677393.98
2011-06-21;-89380.7
2011-06-22;141005.28
2011-06-24;-305676.99
2011-06-27;-743074.69
2011-06-28;-100526.26
2011-06-29;564532.52
2011-06-30;2130333.35
2011-07-01;1735349.68
2011-07-04;-197486.17
2011-07-05;527506.77
2011-07-06;1215145.64
2011-07-07;283596.87
2011-07-08;-223393.98
2011-07-11;-1489207.97
2011-07-12;-168768.51
2011-07-13;-150261.93
2011-07-14;-9533.69
2011-07-15;334394.07
2011-07-18;1434638.02
2011-07-19;-432011.04
2011-07-20;-217969.78
2011-07-21;-218908.26
2011-07-22;-284158.6
2011-07-25;-827047.67
2011-07-26;-270704.44
2011-07-27;77963.35
2011-07-28;300813.03
2011-07-29;2706778.61
2011-08-01;303941.4
2011-08-02;556947.27
2011-08-03;164054.37
2011-08-04;312655.53
2011-08-05;1635387.03
2011-08-08;-1378921.92
2011-08-09;-241119.25
2011-08-10;-524255.41
2011-08-11;-292040.76
2011-08-12;32482.44
2011-08-15;-526443.18
2011-08-16;-241336.22
2011-08-17;-252261.03
2011-08-18;-220670.08
2011-08-19;282341.51
2011-08-22;-990106.95
2011-08-23;-213055.97
2011-08-24;-235640.18
2011-08-25;97805.05
2011-08-26;130392.79
2011-08-29;-678972.46
2011-08-30;903390.03
2011-08-31;2283860.14
2011-09-01;1110642.34
2011-09-02;800134.66
2011-09-05;-236670.08
2011-09-06;1688783.7
2011-09-08;-45877.47
2011-09-09;-210360.21
2011-09-12;-1319822.09
2011-09-13;-66591.2
2011-09-14;138629.65
2011-09-15;568134.73
2011-09-16;-360661.83
2011-09-19;-944088.72
2011-09-20;145238.13
2011-09-21;-62158.32
2011-09-22;-154522.94
2011-09-23;42075.02
2011-09-26;-1067138.32
2011-09-27;-1183.15
2011-09-28;-123024.83
2011-09-29;505065.5
2011-09-30;2396520.17
2011-10-03;54805.79
2011-10-04;590991.17
2011-10-05;465556.65
2011-10-06;1156332.04
2011-10-07;106384.63
2011-10-10;-1692391.11
2011-10-11;-318268.59
2011-10-13;-587466.4
2011-10-14;654408.09
2011-10-17;-1085426.07
2011-10-18;-390029.76
2011-10-19;-169849.85
2011-10-20;111713.15
2011-10-21;-109681.42
2011-10-24;-801144.47
2011-10-25;2810.5
2011-10-26;-63913.9
2011-10-27;523157.43
2011-10-28;1234807.19
2011-10-31;798844.4
2011-11-01;937618.19
2011-11-03;348292.54
2011-11-04;929767.76
2011-11-07;-136567.76
2011-11-08;102309.88
2011-11-09;-204850.6
2011-11-10;-569337.62
2011-11-11;10740.18
2011-11-14;-419026.1
2011-11-16;-609668.13
2011-11-17;-249340.13
2011-11-18;414790.37
2011-11-21;-1889925.92
2011-11-22;-325629.07
2011-11-23;-366391.69
2011-11-24;-130508.06
2011-11-25;52856.07
2011-11-28;-1206095.69
2011-11-29;480368.78
2011-11-30;2808605.61
2011-12-01;-211481.7
2011-12-02;678036.2
2011-12-05;-765516.62
2011-12-06;1048239.1
2011-12-07;243888.83
2011-12-08;-299771.7
2011-12-09;3895.08
2011-12-12;-1428945.74
2011-12-13;-215839.37
2011-12-14;-233484.23
2011-12-15;765328.31
2011-12-16;24705.67
2011-12-19;-370344.34
2011-12-20;1799860.01
2011-12-21;-19984.51
2011-12-22;52324.64
2011-12-23;149383.5
2011-12-26;-771718.12
2011-12-27;-247518.07
2011-12-28;-89315.52
2011-12-29;977381.27
2011-12-30;130332.65
2012-01-02;1373121.68
2012-01-03;748020.37
2012-01-04;398437.34
2012-01-05;540358.6
2012-01-06;1015143.72
2012-01-09;-1081365.46
2012-01-10;-389374.57
2012-01-11;-179783.9
2012-01-12;-280713.97
2012-01-13;177154.59
2012-01-16;-1118869.18
2012-01-17;-467542.32
2012-01-18;-250565.99
2012-01-19;-226888.61
2012-01-20;-122084.19
2012-01-23;-993308.28
2012-01-24;-102316.56
2012-01-25;-92984.55
2012-01-26;-172904.32
2012-01-27;-49722.76
2012-01-30;-200238.94
2012-01-31;1069110.34
2012-02-01;588783.89
2012-02-02;224251.66
2012-02-03;612124.53
2012-02-06;-15772.55
2012-02-07;265090.31
2012-02-08;-296061.75
2012-02-09;-280210.07
2012-02-10;-377831.72
2012-02-13;-1050009.73
2012-02-14;-223369.61
2012-02-15;428998.49
2012-02-16;-333526.9
2012-02-17;274481.58
2012-02-22;-1352693.69
2012-02-23;-32578.34
2012-02-24;448379.99
2012-02-27;-601488.26
2012-02-28;175478.08
2012-02-29;1336289.8
2012-03-01;998814.34
2012-03-02;521964.93
2012-03-05;-120247.31
2012-03-06;973000.6
2012-03-07;368787.07
2012-03-08;-53025.89
2012-03-09;-61584.41
2012-03-12;-1123540.76
2012-03-13;-79781.48
2012-03-14;-33540.03
2012-03-15;346030.51
2012-03-16;-196813.28
2012-03-19;-806246.29
2012-03-20;73723.14
2012-03-21;-105505.89
2012-03-22;-823.48
2012-03-23;24545.24
2012-03-26;-709443.4
2012-03-27;157780.25
2012-03-28;37212.06
2012-03-29;377885.43
2012-03-30;1938058.75
2012-04-02;122864.93
2012-04-03;328245.35
2012-04-04;473138.67
2012-04-05;1290380.02
2012-04-09;-963051.68
2012-04-10;-245673.83
2012-04-11;65849.53
2012-04-12;-38893.46
2012-04-13;330028.92
2012-04-16;-781594.59
2012-04-17;-230808.97
2012-04-18;-33975.3
2012-04-19;-79315.18
2012-04-20;163076.84
2012-04-23;-547272.3
2012-04-24;38067.71
2012-04-25;131720.5
2012-04-26;43684.04
2012-04-27;933582.85
2012-04-30;542065.03
2012-05-02;704263.43
2012-05-03;822097.41
2012-05-04;1067292.67
2012-05-07;56897.49
2012-05-08;511643.12
2012-05-09;98364.99
2012-05-10;-160976.58
2012-05-11;215936.41
2012-05-14;-652661.67
2012-05-15;525997.06
2012-05-16;105007.13
2012-05-17;-12414.17
2012-05-18;541518.88
2012-05-21;-961635.6
2012-05-22;65827.44
2012-05-23;-6298.29
2012-05-24;87009.03
2012-05-25;294382.14
2012-05-28;-665870.47
2012-05-29;189044.48
2012-05-30;648515.18
2012-05-31;1445812.53
2012-06-01;851170.55
2012-06-04;-107370.27
2012-06-05;684549.36
2012-06-06;1409192.5
2012-06-08;-169441.62
2012-06-11;-1148161.38
2012-06-12;27113.4
2012-06-13;-6288.03
2012-06-14;172265.8
2012-06-15;405413.3
2012-06-18;-749244.57
2012-06-19;17722.16
2012-06-20;149304.28
2012-06-21;47569.75
2012-06-22;110782.61
2012-06-25;-370778.98
2012-06-26;103877.41
2012-06-27;326716.36
2012-06-28;467086.63
2012-06-29;1873558.68
2012-07-02;352922.12
2012-07-03;752317.61
2012-07-04;549505.03
2012-07-05;663437.68
2012-07-06;1006801.71
2012-07-09;-246074.37
2012-07-10;-590625.07
2012-07-11;125904.03
2012-07-12;128577.28
2012-07-13;677491.37
2012-07-16;-795477.4
2012-07-17;-127797.79
2012-07-18;-50838.05
2012-07-19;-44689.82
2012-07-20;105660.58
2012-07-23;2565022.08
2012-07-24;-427616.0
2012-07-25;-94517.51
2012-07-26;-62438.96
2012-07-27;180123.02
2012-07-30;-259802.94
2012-07-31;1640708.28
2012-08-01;842939.36
2012-08-02;439990.09
2012-08-03;1016179.48
2012-08-06;162860.61
2012-08-07;439805.86
2012-08-08;76501.76
2012-08-09;-126311.52
2012-08-10;-288752.6
2012-08-13;-1293387.95
2012-08-14;245359.87
2012-08-15;304983.77
2012-08-16;-67399.56
2012-08-17;-166128.43
2012-08-20;-734411.48
2012-08-21;-108241.43
2012-08-22;-79573.66
2012-08-23;-97268.98
2012-08-24;59398.12
2012-08-27;-727495.2
2012-08-28;-73251.99
2012-08-29;151209.39
2012-08-30;668509.37
2012-08-31;1465014.83
2012-09-03;360856.21
2012-09-04;730115.05
2012-09-05;975273.8
2012-09-06;1534000.55
2012-09-10;-1009308.46
2012-09-11;69735.56
2012-09-12;399902.8
2012-09-13;116025.18
2012-09-14;547797.21
2012-09-17;-859240.7
2012-09-18;-205960.78
2012-09-19;30396.27
2012-09-20;81468.41
2012-09-21;-98415.31
2012-09-24;-578531.73
2012-09-25;-78292.69
2012-09-26;-3074.66
2012-09-27;450146.86
2012-09-28;1805463.63
2012-10-01;16136.46
2012-10-02;484937.03
2012-10-03;494441.86
2012-10-04;567559.75
2012-10-05;1476334.35
2012-10-08;-894244.69
2012-10-09;-20891.89
2012-10-10;-198959.05
2012-10-11;647906.89
2012-10-15;-341539.24
2012-10-16;-470653.19
2012-10-17;-58409.87
2012-10-18;-93947.4
2012-10-19;196911.75
2012-10-22;-990464.76
2012-10-23;-71649.78
2012-10-24;-102995.05
2012-10-25;33774.99
2012-10-26;153451.96
2012-10-29;-680769.08
2012-10-30;466089.88
2012-10-31;1572031.4
2012-11-01;723089.59
2012-11-05;-393662.02
2012-11-06;462546.78
2012-11-07;1111638.17
2012-11-08;233756.28
2012-11-09;558794.31
2012-11-12;-1261519.55
2012-11-13;-581085.22
2012-11-14;788503.05
2012-11-16;-611728.21
2012-11-19;-784017.44
2012-11-20;-77883.52
2012-11-21;-239543.86
2012-11-22;-13299.49
2012-11-23;136244.91
2012-11-26;-858734.18
2012-11-27;225649.91
2012-11-28;104138.85
2012-11-29;757631.3
2012-11-30;3005377.7
2012-12-03;462189.2
2012-12-04;922726.7
2012-12-05;809601.26
2012-12-06;1556041.31
2012-12-07;910567.9
2012-12-10;-1297400.86
2012-12-11;-9733.61
2012-12-12;59401.54
2012-12-13;130600.47
2012-12-14;1279765.54
2012-12-17;-688621.22
2012-12-18;-208730.2
2012-12-19;463755.92
2012-12-20;2144471.83
2012-12-21;682515.88
2012-12-24;-1086807.4
2012-12-26;-303715.76
2012-12-27;-187627.23
2012-12-28;1173404.98
2012-12-31;61563.24
2013-01-02;619293.74
2013-01-03;1317348.72
2013-01-04;1065261.23
2013-01-07;95117.59
2013-01-08;389136.95
2013-01-09;-164769.56
2013-01-10;-285953.86
2013-01-11;-84748.85
2013-01-14;-1308040.21
2013-01-15;294840.93
2013-01-16;-289649.84
2013-01-17;-319169.14
2013-01-18;-129744.25
2013-01-21;-1156935.63
2013-01-22;-259066.11
2013-01-23;-136020.79
2013-01-24;57873.11
2013-01-25;-62534.85
2013-01-28;-989610.2
2013-01-29;70141.31
2013-01-30;763369.67
2013-01-31;1497856.22
2013-02-01;869549.31
2013-02-04;-506009.04
2013-02-05;538876.98
2013-02-06;980787.39
2013-02-07;515837.93
2013-02-08;130345.8
2013-02-13;-2188450.91
2013-02-14;-169877.68
2013-02-15;409282.61
2013-02-18;-1055275.72
2013-02-19;-44314.46
2013-02-20;245534.65
2013-02-21;-22077.6
2013-02-22;48373.42
2013-02-25;-686046.62
2013-02-26;57422.02
2013-02-27;821557.0
2013-02-28;1805452.51
2013-03-01;1401596.99
2013-03-04;-209549.43
2013-03-05;665778.73
2013-03-06;1311351.55
2013-03-07;542427.21
2013-03-08;110336.15
2013-03-11;-1295633.98
2013-03-12;27897.78
2013-03-13;141475.3
2013-03-14;-16589.41
2013-03-15;272053.94
2013-03-18;-998007.7
2013-03-19;-97775.03
2013-03-20;145459.82
